2013 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
 ,[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University,,,,,,,
 ,URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
 ,Column.Variable-units| Description,,,,,,,,
 ,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
 ,2. Precipitation-mm| Cumulative Shielded Rain gage depth [mm],,,,,,,,
 ,3. AirTemperature-C| Air Temperature at 2m above ground Averaged [C]],,,,,,,,
 ,4. SolarRadiation-Watts/m2| Solar Radiation Averaged [Watts/m2],,,,,,,,
 ,5. Net Radiation-Watts/m2| Net Radiation Averaged [Watts/m2],,,,,,,,
 ,6. Relative Humidity-percent| Relative Humidity at 2m above ground Averaged [percent],,,,,,,,
 ,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
 ,8. Wind Speed-m/s| Wind Speed at 2m above ground Averaged [m/s],,,,,,,,
 ,9.Snow Depth-cm| Filtered depth of snow above ground Acoustic Sensor [cm],,,,,,,,
 ,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
11/18/2013 14:00,393.4,6.1,129.7,41.17,42.59,121.7,2.21,9.9,
11/18/2013 15:00,393.4,6.3,110.4,33.87,41.34,15.6,2.15,9.69,
11/18/2013 16:00,393.4,6.8,49.69,5.47,39.76,85.8,1.75,9.48,
11/18/2013 17:00,393.4,6.7,7.43,-18.64,39.49,90.1,1.99,9.27,
11/18/2013 18:00,393.4,6.4,0,-20.8,40.67,212,1.56,9.07,
11/18/2013 19:00,393.4,6.6,0,-24.38,40,181.4,0.88,8.87,
11/18/2013 20:00,393.4,6.1,0,-17.5,41.87,74.4,0.74,8.69,
11/18/2013 21:00,393.4,6.1,0,-18.3,42.3,91.4,0.55,8.51,
11/18/2013 22:00,393.4,5.6,0,-3.1,46.93,221.1,0.88,8.36,
11/18/2013 23:00,393.4,4.9,0,-10.68,56.16,347.6,0.3,8.21,
11/19/2013 0:00,393.4,5.4,0,-20.2,56.99,157.8,0.44,8.09,
11/19/2013 1:00,393.4,5.2,0,-3.6,59.02,164.6,0.45,7.99,
11/19/2013 2:00,393.4,4.5,0,-1.5,64.09,329.4,0.29,7.88,
11/19/2013 3:00,393.5,3.6,0,-0.91,73.91,59.6,0.92,7.77,
11/19/2013 4:00,393.5,3.1,0,-0.24,77.21,344.4,1.17,7.67,
11/19/2013 5:00,394.1,1.8,0,2.21,91.2,313.9,1.72,7.56,
11/19/2013 6:00,396.4,1,0,1.48,99.2,295.1,1.1,7.44,
11/19/2013 7:00,399.8,1.1,0,2.5,100,304.9,1.46,7.31,
11/19/2013 8:00,403.2,1.3,0.35,2.2,100,66.2,1.76,7.17,
11/19/2013 9:00,406.5,0.9,12.12,6.58,100,285.7,0.92,7.01,
11/19/2013 10:00,408.9,0.7,26.28,15.39,100,32.7,0.36,6.83,
11/19/2013 11:00,410.9,1.3,46.17,28.97,100,161.4,0.32,6.64,
11/19/2013 12:00,411.3,1.6,26.84,19.47,100,197.7,0.39,6.44,
11/19/2013 13:00,411.4,1.7,99.6,60.71,100,53.9,0.21,6.22,
11/19/2013 14:00,411.4,2.6,127.7,78.64,100,171.2,0.12,5.99,
11/19/2013 15:00,411.5,3.2,54.33,35.27,95.3,138,0.16,5.74,
11/19/2013 16:00,411.5,3.2,22.85,17.65,94.1,301.5,0.14,5.47,
11/19/2013 17:00,412.9,2.8,3.02,7.08,97.6,324.7,0.06,5.18,
11/19/2013 18:00,413.3,2.7,0,4.28,99.1,120.4,0.13,4.87,
11/19/2013 19:00,413.4,3.1,0,5.38,95.9,247.8,0.35,4.54,
11/19/2013 20:00,415.5,3,0.06,4.86,97.6,7.9,0.07,4.21,
11/19/2013 21:00,417.1,3,0.14,5.14,99.6,131.6,0.02,3.86,
11/19/2013 22:00,418.8,3,0.17,6.27,99.2,198.9,0.02,3.52,
11/19/2013 23:00,421.8,2.9,0.22,6.02,100,87.8,0.09,3.19,
11/20/2013 0:00,424.9,2.9,0.11,4.91,100,192.9,0.24,2.87,
11/20/2013 1:00,426.1,2.9,0.3,5.8,100,153.1,0.09,2.57,
11/20/2013 2:00,428.4,2.9,0.19,5.09,100,300.9,0.08,2.28,
11/20/2013 3:00,430.2,3,0.09,3.89,100,272.9,0.1,2.01,
11/20/2013 4:00,432.5,2.9,0.13,4.03,100,96,0.05,1.77,
11/20/2013 5:00,436,2.8,0.01,4.2,100,324.9,0.32,1.56,
11/20/2013 6:00,440.8,2,0,2.5,100,176.9,0.82,1.38,
11/20/2013 7:00,444.5,1.9,0.19,3.39,100,50.2,0.63,1.22,
11/20/2013 8:00,448.4,2.1,2.12,2.98,100,350.1,1.42,1.09,
11/20/2013 9:00,450.5,1.4,61.07,41.64,100,26.4,2.84,0.99,
11/20/2013 10:00,451,0.2,63.57,40.69,98.8,72.2,4.84,0.92,
11/20/2013 11:00,451.1,0.1,216.1,130.49,99.1,50.7,4.18,0.86,
11/20/2013 12:00,451.1,0.6,306.3,209.92,98.4,38.8,0.74,0.82,
11/20/2013 13:00,451.1,1.1,239.4,173.7,94.8,94,1.07,0.79,
11/20/2013 14:00,451.1,0.3,382.4,292.12,95.8,346.5,1.76,0.77,
11/20/2013 15:00,451.1,0.1,274.7,213.23,94.3,58.9,1.92,0.76,
11/20/2013 16:00,451.1,-0.2,66.23,33.37,90.2,44.7,0.73,0.76,
11/20/2013 17:00,451.1,-1.1,15.67,-52.28,84.9,38.6,1.38,0.77,
11/20/2013 18:00,451.1,-2.1,0,-63.58,86.2,89.7,3.04,0.78,
11/20/2013 19:00,451.1,-2.1,0,-41.78,86.1,65.7,2.19,0.79,
11/20/2013 20:00,451.1,-2.5,0,-51.5,82,350.4,3.08,0.8,
11/20/2013 21:00,451.1,-2.7,0,-56.06,76.92,340.2,4.39,0.82,
11/20/2013 22:00,451.1,-2.4,0,-64.56,60.01,133.5,3.34,0.85,
11/20/2013 23:00,451.1,-2.9,0,-64.01,59.71,340.2,1.05,0.86,
11/21/2013 0:00,451.1,-3,0,-58.31,57.67,34.9,1.66,0.85,
11/21/2013 1:00,451.1,-3.8,0,-58.97,64.29,289.2,1.19,0.85,
11/21/2013 2:00,451.1,-4.1,0,-65.56,64.51,236.7,0.1,0.83,
11/21/2013 3:00,451.1,-3.8,0,-64.34,57.99,351.5,0.01,0.81,
11/21/2013 4:00,451.1,-3.4,0,-56.93,53.58,337.7,0,0.8,
11/21/2013 5:00,451.1,-3,0,-68.88,50.22,25.1,0,0.79,
11/21/2013 6:00,451.1,-2.7,0,-68.33,56.97,122.6,0.01,0.78,
11/21/2013 7:00,451.1,-3.2,0,-75.92,60.13,340,0.07,0.78,
11/21/2013 8:00,451.1,-3.7,0.61,-65.13,52.41,58.7,0.4,0.79,
11/21/2013 9:00,451.1,-4.6,91.2,-5.09,53.06,345.4,0.3,0.81,
11/21/2013 10:00,451.1,-3.5,231.1,92.63,41.98,347.6,2.08,0.82,
11/21/2013 11:00,451.1,-2,341.9,178.22,46.31,349,0.49,0.85,
11/21/2013 12:00,451.1,-0.6,428.2,258.8,54.29,247.9,0.15,0.88,
11/21/2013 13:00,451.1,-0.4,456.1,295.79,61.43,99.7,0.06,0.91,
11/21/2013 14:00,451.1,-0.5,376.8,249.22,67.48,175.6,0.01,0.95,
11/21/2013 15:00,451.1,-0.5,258.3,166.41,66.05,129.6,0.01,0.99,
11/21/2013 16:00,451.1,-1,35.3,-56.15,63.4,0,0.19,1.04,
11/21/2013 17:00,451.1,-1,9.72,-78.89,42.89,350.4,2.47,1.09,
11/21/2013 18:00,451.1,-1.5,0,-79.94,44.79,345.1,0.82,1.13,
11/21/2013 19:00,451.1,-1.8,0,-81.23,41,337.2,0.34,1.18,
11/21/2013 20:00,451.1,-2.5,0,-78.79,46.98,31.9,0.5,1.22,
11/21/2013 21:00,451.1,-2.6,0,-77.88,48.14,17.6,1.34,1.26,
11/21/2013 22:00,451.1,-2.2,0,-77.8,41.47,346.5,1.11,1.28,
11/21/2013 23:00,451.1,-3,0,-77.23,42.98,334.1,0.48,1.29,
11/22/2013 0:00,451.1,-2.4,0,-75.48,33.31,55.6,0.32,1.3,
11/22/2013 1:00,451.1,-2.1,0,-74.85,29.21,163.1,0.08,1.29,
11/22/2013 2:00,451.1,-2.3,0,-73.65,29.97,44.6,0.3,1.27,
11/22/2013 3:00,451.1,-1.7,0,-72.22,29.94,353.3,0.4,1.25,
11/22/2013 4:00,451.1,-1.8,0,-70.65,31.06,324.2,0.09,1.22,
11/22/2013 5:00,451.1,-1.9,0,-69.45,32.47,344.8,0.59,1.19,
11/22/2013 6:00,451.1,-2.6,0,-68.44,31,347.7,0.25,1.16,
11/22/2013 7:00,451.1,-3.2,0,-67.81,35.29,24.1,0.39,1.12,
11/22/2013 8:00,451.1,-3.5,1.98,-68.14,37.53,326.6,0.84,1.09,
11/22/2013 9:00,451.1,-2.7,180.8,43.93,38.25,215.6,0.4,1.07,
11/22/2013 10:00,451.1,-0.3,318.4,159.51,37.11,201.6,0.38,1.05,
11/22/2013 11:00,451.1,-1.2,417.5,246.3,51.48,189.5,0.84,1.03,
11/22/2013 12:00,451.1,-0.5,454.8,291.3,59.11,189.3,0.55,1.03,
11/22/2013 13:00,451.1,-1.2,436.3,290.12,65.69,74.1,0.58,1.03,
11/22/2013 14:00,451.1,-1.3,362.1,247.7,66.17,156.5,0.59,1.03,
11/22/2013 15:00,451.1,-1.7,247.8,166.04,65.2,137.8,0.73,1.04,
11/22/2013 16:00,451.1,-2.3,33.27,-43.52,67.67,135.5,0.58,1.06,
11/22/2013 17:00,451.1,-2.5,10.29,-60.86,71.11,333.7,0.2,1.1,
11/22/2013 18:00,451.1,-1.9,0,-66.82,67.75,10.8,0.56,1.13,
11/22/2013 19:00,451.1,-1.8,0,-65.11,63,7.1,0.31,1.16,
11/22/2013 20:00,451.1,-2.5,0,-64.62,64.17,26.4,0.93,1.2,
11/22/2013 21:00,451.1,-2.3,0,-62.51,60.32,0,0.44,1.23,
11/22/2013 22:00,451.1,-1.5,0,-63.61,51.79,57.6,0.31,1.27,
11/22/2013 23:00,451.1,-0.6,0,-62.81,46.91,303.7,0.58,1.29,
11/23/2013 0:00,451.1,-0.4,0,-62.9,45.81,349,0.67,1.31,
11/23/2013 1:00,451.1,-1,0,-63.99,48.75,0,0.37,1.33,
11/23/2013 2:00,451.1,-2,0,-63.01,53.86,352.3,0.37,1.34,
11/23/2013 3:00,451.1,-1.8,0,-64.58,52.52,34.8,0.49,1.34,
11/23/2013 4:00,451.1,-0.6,0,-63.24,47.71,53.8,0.4,1.35,
11/23/2013 5:00,451.1,-0.9,0,-63.81,49.13,84.1,0.27,1.34,
11/23/2013 6:00,451.1,-1,0,-65.79,48.16,20.1,0.71,1.34,
11/23/2013 7:00,451.1,-0.5,0,-66.64,42.65,342.7,0.45,1.33,
11/23/2013 8:00,451.1,-0.3,2.06,-64.39,33.77,355.9,0.24,1.32,
11/23/2013 9:00,451.1,1.2,179.3,44.36,29.9,120,0.24,1.31,
11/23/2013 10:00,451.1,2.9,319.8,159.17,32.17,179.1,0.44,1.3,
11/23/2013 11:00,451.1,3,418,247.6,44.84,159,0.59,1.29,
11/23/2013 12:00,451.1,1.6,460.5,293.5,61.91,161.1,0.68,1.29,
11/23/2013 13:00,451.1,1,442.8,294.35,69.17,151.8,0.87,1.29,
11/23/2013 14:00,451.1,0.6,370.3,252.25,73.27,134.8,0.75,1.3,
11/23/2013 15:00,451.1,0.8,251.8,169.93,73.05,350.4,0.45,1.3,
11/23/2013 16:00,451.1,2.3,27.42,-52.64,68.23,332.5,0.05,1.31,
11/23/2013 17:00,451.1,2.7,8.74,-70.93,63.42,270.1,0.05,1.33,
11/23/2013 18:00,451.1,2.2,0,-76.08,55.77,234.8,0.19,1.34,
11/23/2013 19:00,451.1,2.5,0,-73.69,43.37,321.4,0.15,1.36,
11/23/2013 20:00,451.1,1.9,0,-70.95,43.67,1.4,0.27,1.38,
11/23/2013 21:00,451.1,0.5,0,-68.35,53.13,325.8,0.25,1.4,
11/23/2013 22:00,451.1,0.2,0,-68,53.81,336.2,0.4,1.41,
11/23/2013 23:00,451.1,3,0,-66.29,34.14,328.9,0.47,1.42,
11/24/2013 0:00,451.1,3.3,0,-66.83,32.44,14,0.39,1.42,
11/24/2013 1:00,451.1,2.5,0,-67.16,34.52,28.7,0.61,1.43,
11/24/2013 2:00,451.1,2,0,-67.82,37.13,20,0.54,1.42,
11/24/2013 3:00,451.1,2,0,-64.8,39.67,330,0.15,1.41,
11/24/2013 4:00,451.1,-0.9,0,-64.12,58.88,351,0.31,1.4,
11/24/2013 5:00,451.1,-0.9,0,-64.39,56.87,28,0.18,1.38,
11/24/2013 6:00,451.1,0.6,0,-64.08,46.27,303.1,0.2,1.36,
11/24/2013 7:00,451.1,-1.6,0,-63.37,56.42,198.4,0.45,1.34,
11/24/2013 8:00,451.1,-1.3,2.84,-61.66,56.71,1.3,0.56,1.33,
11/24/2013 9:00,451.1,0.6,176.7,47.89,48.22,19.6,0.34,1.31,
11/24/2013 10:00,451.1,2.5,312.3,163.12,49.31,235.4,0.25,1.31,
11/24/2013 11:00,451.1,2.9,407.9,249.8,52.77,209.6,0.56,1.31,
11/24/2013 12:00,451.1,2.2,448.2,294.77,68.27,132,0.73,1.31,
11/24/2013 13:00,451.1,2.7,427.2,294.75,68.07,149.3,0.65,1.32,
11/24/2013 14:00,451.1,2.3,355.8,251.51,72.3,210.9,0.57,1.33,
11/24/2013 15:00,451.1,2.3,241.2,170.32,67.34,262.5,0.51,1.34,
11/24/2013 16:00,451.1,4.8,30.7,-39.91,35.91,267,2.05,1.37,
11/24/2013 17:00,451.1,2.6,10,-55,54.21,259.5,0.79,1.39,
11/24/2013 18:00,451.1,3.8,0,-63.36,30.43,83.6,1.67,1.43,
11/24/2013 19:00,451.1,3.1,0,-62.37,31.43,234.4,1.21,1.46,
11/24/2013 20:00,451.1,3.3,0,-59.38,29.48,33.6,0.75,1.5,
11/24/2013 21:00,451.1,4.3,0,-60.48,27,43.8,1.43,1.54,
11/24/2013 22:00,451.1,5.5,0,-61.61,32.03,27.8,1.29,1.57,
11/24/2013 23:00,451.1,5.8,0,-53.27,29.76,42.8,1.55,1.6,
11/25/2013 0:00,451.1,5.8,0,-44.18,28.15,61,1.85,1.62,
11/25/2013 1:00,451.1,4.6,0,-54.1,32.1,163.3,0.82,1.63,
11/25/2013 2:00,451.1,2.8,0,-54.4,38.55,12.5,0.08,1.62,
11/25/2013 3:00,451.1,2.5,0,-53.65,40.02,344.2,0.12,1.61,
11/25/2013 4:00,451.1,2.4,0,-53.91,39.98,340.6,0.21,1.59,
11/25/2013 5:00,451.1,1.9,0,-54.55,42.15,6.3,0.01,1.55,
11/25/2013 6:00,451.1,2.1,0,-51.9,40.99,351.4,0.09,1.51,
11/25/2013 7:00,451.1,2,0,-52.77,40.97,0,0.14,1.46,
11/25/2013 8:00,451.1,2.5,2.76,-48.6,37.9,53.3,0.25,1.4,
11/25/2013 9:00,451.1,3.6,115.8,19.57,34.67,126.5,0.29,1.34,
11/25/2013 10:00,451.1,5.4,280.3,146.74,30.72,317.5,0.63,1.27,
11/25/2013 11:00,451.1,6.6,401,251.92,36.4,185.2,0.66,1.21,
11/25/2013 12:00,451.1,4.8,294,180.13,53.69,149.1,0.78,1.14,
11/25/2013 13:00,451.1,4.7,423.7,294.9,61.23,192.4,0.64,1.08,
11/25/2013 14:00,451.1,4.8,352.6,251.97,64.92,134.8,0.6,1.02,
11/25/2013 15:00,451.1,5.3,241.3,173.76,63.49,174.9,0.32,0.97,
11/25/2013 16:00,451.1,4.2,31.88,-32.94,66.27,217.2,0.31,0.92,
11/25/2013 17:00,451.1,3.6,11.92,-49.46,68.3,285.2,0.09,0.88,
11/25/2013 18:00,451.1,4.4,0,-57.32,61.97,5.5,0.15,0.85,
11/25/2013 19:00,451.1,5.7,0,-55.35,51.57,329,0.17,0.82,
11/25/2013 20:00,451.1,5.6,0,-55.14,47.23,266.5,0.12,0.8,
11/25/2013 21:00,451.1,4.9,0,-55.19,47.24,68.8,0.04,0.79,
11/25/2013 22:00,451.1,5.1,0,-56.61,44.98,18,0.21,0.78,
11/25/2013 23:00,451.1,4.5,0,-54.94,46.19,78.3,0.16,0.77,
11/26/2013 0:00,451.1,2.7,0,-55.95,57.19,310.5,0.94,0.76,
11/26/2013 1:00,451.1,2.7,0,-54.17,59.49,306.6,1.11,0.75,
11/26/2013 2:00,451.1,3.8,0,-54.1,53.25,309.3,0.88,0.75,
11/26/2013 3:00,451.1,3.5,0,-54.52,56.37,281.9,1.17,0.74,
11/26/2013 4:00,451.1,3.8,0,-53.71,53.86,3.6,0.16,0.74,
11/26/2013 5:00,451.1,3.1,0,-54.44,55.83,28.3,0.14,0.73,
11/26/2013 6:00,451.1,3.7,0,-56.06,51.88,88,0.39,0.73,
11/26/2013 7:00,451.1,4.3,0,-56.19,48.13,67.3,0.5,0.72,
11/26/2013 8:00,451.1,4.6,2.93,-55.56,45.81,102.6,0.98,0.72,
11/26/2013 9:00,451.1,5.4,153.2,45.71,42.97,133,1.38,0.71,
11/26/2013 10:00,451.1,7.7,273.6,145.74,35.93,131.9,2.99,0.72,
11/26/2013 11:00,451.1,8,353.2,218.32,37.98,111.7,2.24,0.72,
11/26/2013 12:00,451.1,8.1,419,277.89,38.88,120.6,2.61,0.72,
11/26/2013 13:00,451.1,8.5,430.9,297.8,37.8,152.3,2.95,0.72,
11/26/2013 14:00,451.1,8.7,347.3,238.59,40.22,117.7,2.73,0.72,
11/26/2013 15:00,451.1,8.1,240.1,157.74,41.44,125.2,3.38,0.72,
11/26/2013 16:00,451.1,8.7,37.09,-39.56,32.74,192.8,3.53,0.72,
11/26/2013 17:00,451.1,8.7,7.69,-60.12,31.02,87.1,2.59,0.72,
11/26/2013 18:00,451.1,7.3,0,-64.49,38.94,100.5,2.18,0.72,
11/26/2013 19:00,451.1,7.4,0,-61.65,37.24,48.4,2.13,0.73,
11/26/2013 20:00,451.1,7.3,0,-60.91,36.29,116.2,2.56,0.74,
11/26/2013 21:00,451.1,7.2,0,-62.72,35.13,91.8,2.27,0.74,
11/26/2013 22:00,451.1,5.2,0,-58.4,42.79,16.2,0.6,0.75,
11/26/2013 23:00,451.1,3.4,0,-55.89,49.71,323.4,0.31,0.75,
11/27/2013 0:00,451.1,2.4,0,-55.23,53.83,334.8,0.47,0.76,
11/27/2013 1:00,451.1,3.6,0,-58.6,46.56,115.1,0.58,0.75,
11/27/2013 2:00,451.1,4.8,0,-59.1,40.19,195.1,1.1,0.74,
11/27/2013 3:00,451.1,4.5,0,-65.32,42.64,91.2,1.41,0.73,
11/27/2013 4:00,451.1,5.7,0,-58.19,37.53,117.5,1.9,0.71,
11/27/2013 5:00,451.1,5.1,0,-56.99,39.07,36.2,0.55,0.69,
11/27/2013 6:00,451.1,4.6,0,-52.57,41.63,317.2,0.36,0.67,
11/27/2013 7:00,451.1,4.1,0,-45.52,43.88,283.7,0.26,0.65,
11/27/2013 8:00,451.1,3,1.18,-47.84,49.21,43.3,0.54,0.63,
11/27/2013 9:00,451.1,5,93.4,11.69,42.49,103.3,0.94,0.61,
11/27/2013 10:00,451.1,5.7,261.3,144.28,43.61,124.3,0.7,0.59,
11/27/2013 11:00,451.1,6.5,272.2,153.74,43.9,118.6,0.69,0.58,
11/27/2013 12:00,451.1,7,343.2,222.73,43.93,163.2,1.09,0.57,
11/27/2013 13:00,451.1,7.4,426.9,303.87,50.4,210,0.47,0.56,
11/27/2013 14:00,451.1,7.7,312.8,218.43,55.89,155.7,0.25,0.56,
11/27/2013 15:00,451.1,8,266.9,192.63,55.76,81,0.28,0.56,
11/27/2013 16:00,451.1,6.3,66.11,2.3,53.99,208.6,0.19,0.55,
11/27/2013 17:00,451.1,5.5,5.64,-53.62,56.87,349.1,0.12,0.55,
11/27/2013 18:00,451.1,4.6,0,-56.35,55.38,352.6,0.35,0.55,
11/27/2013 19:00,451.1,4.9,0,-49.76,52.91,314.9,0.36,0.56,
11/27/2013 20:00,451.1,4.7,0,-43.45,52.32,347.7,0.11,0.56,
11/27/2013 21:00,451.1,4.1,0,-44.01,53.46,321,0.22,0.57,
11/27/2013 22:00,451.1,4.1,0,-39.98,54.91,19.3,0.29,0.58,
11/27/2013 23:00,451.1,4.7,0,-30.3,51.24,341.8,0.12,0.59,
11/28/2013 0:00,451.1,4.9,0,-32.37,49.18,71.4,0.64,0.59,
11/28/2013 1:00,451.1,4.8,0,-43.8,48.68,328.6,0.38,0.6,
11/28/2013 2:00,451.1,4.1,0,-40.62,51.24,299.7,0.47,0.6,
11/28/2013 3:00,451.1,3.9,0,-51.54,51.67,346.8,0.78,0.61,
11/28/2013 4:00,451.1,3.6,0,-46.87,52.25,337.8,0.86,0.61,
11/28/2013 5:00,451.1,4.1,0,-53.7,48.8,347.1,0.53,0.61,
11/28/2013 6:00,451.1,2.6,0,-52.4,57.55,311.1,0.65,0.6,
11/28/2013 7:00,451.1,1.8,0,-37.27,61.34,336.6,0.5,0.6,
11/28/2013 8:00,451.1,2.1,1.6,-34.46,60.8,318.2,0.4,0.59,
11/28/2013 9:00,451.1,3.6,159.9,82.4,54.88,346.2,0.12,0.58,
11/28/2013 10:00,451.1,4.1,135.2,68.91,55.72,69.7,0.28,0.58,
11/28/2013 11:00,451.1,4.2,215.5,120.57,58.75,231.4,0.18,0.58,
11/28/2013 12:00,451.1,4.2,205.9,115.9,62.31,101,0.28,0.58,
11/28/2013 13:00,451.1,6.4,442.3,324.38,58.12,190.2,0.65,0.58,
11/28/2013 14:00,451.1,5.5,387.2,282.71,62.1,206.1,0.52,0.59,
11/28/2013 15:00,451.1,5.8,235.6,165.85,63.64,65,0.47,0.59,
11/28/2013 16:00,451.1,5.3,53.87,-15,65.24,217.3,0.25,0.6,
11/28/2013 17:00,451.1,5.3,14.67,-48.67,64.48,1.1,0.12,0.62,
11/28/2013 18:00,451.1,5.9,0,-60.9,51.54,328.4,0.29,0.63,
11/28/2013 19:00,451.1,5.7,0,-59.95,50.36,13,1.01,0.64,
11/28/2013 20:00,451.1,5.2,0,-60.33,51.72,349.4,0.35,0.66,
11/28/2013 21:00,451.1,4.9,0,-58.85,52.65,334.4,0.2,0.67,
11/28/2013 22:00,451.1,4.5,0,-60.16,53.05,348.7,0.36,0.68,
11/28/2013 23:00,451.1,4.2,0,-60.22,53.84,2.8,0.63,0.68,
11/29/2013 0:00,451.1,4.6,0,-58.49,51.41,317.5,0.54,0.68,
11/29/2013 1:00,451.1,4.6,0,-57.75,51.45,291.6,0.64,0.67,
11/29/2013 2:00,451.1,4,0,-60.23,50.73,330.8,0.88,0.65,
11/29/2013 3:00,451.1,3.9,0,-58.22,49.67,19,0.48,0.63,
11/29/2013 4:00,451.1,3,0,-58.16,54.29,329.9,0.44,0.61,
11/29/2013 5:00,451.1,3.2,0,-57.38,57.29,329.4,0.31,0.59,
11/29/2013 6:00,451.1,2.9,0,-56.98,60.1,0.2,0.19,0.56,
11/29/2013 7:00,451.1,2,0,-56.06,63.97,39.5,0.32,0.54,
11/29/2013 8:00,451.1,1.8,0.13,-56.41,65.55,326.6,0.43,0.51,
11/29/2013 9:00,451.1,2.8,144.1,34.72,63.84,105.2,0.2,0.5,
11/29/2013 10:00,451.1,4.8,281.8,152.06,57.27,100.5,0.44,0.49,
11/29/2013 11:00,451.1,5.6,380.1,240.53,56.2,212,0.66,0.48,
11/29/2013 12:00,451.1,5.6,401.1,266.45,59.53,173.4,0.66,0.48,
11/29/2013 13:00,451.1,5.6,410.4,284.58,61.71,130.9,0.51,0.48,
11/29/2013 14:00,451.1,5.2,341.6,241.76,65.78,191.8,0.57,0.48,
11/29/2013 15:00,451.1,4.7,229.9,159.91,68.43,188,0.53,0.49,
11/29/2013 16:00,451.1,4.5,37.45,-31.11,68.21,330.5,0.29,0.5,
11/29/2013 17:00,451.1,4.3,7.98,-57.07,64.26,354.6,0.3,0.51,
11/29/2013 18:00,451.1,3.9,0,-64.18,56.89,307.2,1.22,0.53,
11/29/2013 19:00,451.1,3.7,0,-58.96,62.29,333.7,1.13,0.55,
11/29/2013 20:00,451.1,3.8,0,-45.24,56.81,340.6,0.68,0.57,
11/29/2013 21:00,451.1,3.6,0,-51.02,57.52,272.6,0.91,0.59,
11/29/2013 22:00,451.1,3.4,0,-47.45,60.73,341.4,0.99,0.61,
11/29/2013 23:00,451.1,3.8,0,-14.9,58.71,296,0.3,0.62,
11/30/2013 0:00,451.1,3.3,0,-47.75,61.91,54.5,0.48,0.63,
11/30/2013 1:00,451.1,3.1,0,-19.52,63.24,194.5,0.5,0.64,
11/30/2013 2:00,451.1,3.1,0,-15.32,64.79,32.6,0.83,0.64,
11/30/2013 3:00,451.1,3.9,0,-6.8,66.41,348.6,1.54,0.63,
11/30/2013 4:00,451.1,3.6,0,-18.5,71.62,254.7,0.73,0.61,
11/30/2013 5:00,451.1,2.4,0,-49.22,72.8,323.3,0.22,0.59,
11/30/2013 6:00,451.1,2.4,0,-26.2,71.54,304.8,0.34,0.56,
11/30/2013 7:00,451.1,2.6,0,-18.09,75.04,249.3,0.32,0.52,
11/30/2013 8:00,451.1,2.4,1.39,-20.02,79.65,334.9,0.55,0.48,
11/30/2013 9:00,451.1,2.7,50.67,14.15,79.67,179.6,0.24,0.44,
11/30/2013 10:00,451.1,4.2,177.3,131.03,74.29,215.5,0.43,0.41,
11/30/2013 11:00,451.1,4.2,136.7,96.96,73.67,248.4,0.07,0.38,
11/30/2013 12:00,451.1,4.9,196.1,147.73,69.98,192,0.33,0.35,
11/30/2013 13:00,451.1,4.3,201.7,157.04,73.89,212.9,0.3,0.32,
11/30/2013 14:00,451.1,4.6,253.8,202.97,73.02,229.6,0.35,0.3,
11/30/2013 15:00,451.1,3.3,27.94,18.79,74.32,80.3,0.38,0.28,
11/30/2013 16:00,451.1,2.2,51.29,39.45,85.5,315,0.29,0.26,
11/30/2013 17:00,451.1,1.7,15.65,-6.49,93.3,353.3,0.41,0.24,
11/30/2013 18:00,451.1,1.5,0,0.17,91.1,330.4,0.73,0.23,
11/30/2013 19:00,451.1,0.9,0,-0.39,95.4,83,0.22,0.21,
11/30/2013 20:00,451.1,1.4,0,-27.15,94.9,322.7,0.23,0.2,
11/30/2013 21:00,451.1,1.1,0,-29.27,93.7,329.1,0.52,0.18,
11/30/2013 22:00,451.1,1.2,0,-7.49,93.4,45.4,0.82,0.17,
11/30/2013 23:00,451.1,1.3,0,-3.48,92.5,317.8,0.39,0.15,
12/1/2013 0:00,451.1,1.3,0,0.41,92.9,344.9,0.31,0.14,
12/1/2013 1:00,451.1,1.7,0,-2.84,90.9,354.9,0.43,0.13,
12/1/2013 2:00,451.1,1.8,0,-5.46,89.7,345.2,0.19,0.12,
12/1/2013 3:00,451.1,2,0.1,1.52,91.7,11.7,0.02,0.11,
12/1/2013 4:00,451.1,2.2,0,-0.17,92.4,193.1,0.09,0.1,
12/1/2013 5:00,451.1,2.2,0,0.79,91.8,333.1,0.11,0.09,
12/1/2013 6:00,451.4,2.2,0,1.4,93.8,11.3,0.1,0.08,
12/1/2013 7:00,452.3,1.8,0,1.9,96.7,215.5,0.52,0.07,
12/1/2013 8:00,453.2,1.3,0.25,0.98,99.2,98.6,0.31,0.05,
